0 199 199 
1 199 199 
2 11 92 
3 199 199 
4 199 199 
5 199 199 
6 199 199 
7 199 199 
8 199 199 
9 199 199 
10 199 199 
11 199 199 
12 199 199 
13 199 199 
14 199 199 
15 199 199 
16 199 199 
17 199 199 
18 199 199 
19 199 199 
20 199 199 
21 199 199 
22 199 199 
23 199 199 
24 199 199 
25 199 199 
26 199 199 
27 199 199 
28 199 199 
29 199 199 
30 199 199 
31 199 199 
32 199 199 
33 199 199 
34 199 199 
35 199 199 
36 199 199 
37 199 199 
38 199 199 
39 199 199 
40 199 199 
41 14 14 
42 199 199 
43 199 199 
44 199 199 
45 199 199 
46 199 199 
47 199 199 
48 199 199 
49 14 13 
50 199 199 
51 199 199 
52 27 199 
53 25 199 
54 199 199 
55 20 20 
56 199 199 
57 199 199 
58 23 23 
59 199 199 
60 199 199 
61 199 199 
62 199 199 
63 199 199 
64 199 199 
65 199 199 
66 199 199 
67 199 199 
68 199 199 
69 199 199 
70 199 199 
71 199 199 
72 199 199 
73 199 199 
74 199 199 
75 199 199 
76 199 199 
77 199 199 
78 25 31 
79 28 26 
80 199 199 
81 69 199 
82 10 199 
83 199 199 
84 8 8 
85 199 199 
86 23 21 
87 24 199 
88 199 199 
89 199 199 
90 199 199 
91 78 76 
92 199 199 
93 8 8 
94 199 199 
95 199 199 
96 199 199 
97 16 16 
98 199 199 
99 9 9 
100 199 199 
101 23 22 
102 199 199 
103 199 199 
104 15 14 
105 199 199 
106 199 199 
107 199 199 
108 199 199 
109 199 199 
110 199 199 
111 199 199 
112 199 199 
113 199 199 
114 199 199 
115 199 199 
116 199 199 
117 199 199 
118 199 199 
119 199 199 
120 199 199 
121 199 199 
122 199 199 
123 199 199 
124 199 199 
125 199 199 
126 199 199 
127 199 199 
128 199 199 
129 199 199 
130 199 199 
131 199 199 
132 15 199 
133 199 199 
134 199 199 
135 199 199 
136 199 199 
137 199 199 
138 199 199 
139 12 63 
140 31 29 
141 199 199 
142 199 199 
143 199 199 
144 199 199 
145 199 199 
146 199 199 
147 199 199 
148 6 7 
149 199 199 
150 20 19 
151 199 199 
152 199 199 
153 199 199 
154 199 199 
155 33 30 
156 199 199 
157 199 199 
158 199 199 
159 199 199 
160 10 10 
161 199 199 
162 199 199 
163 199 199 
164 199 199 
165 29 27 
166 199 199 
167 199 199 
168 199 199 
169 199 199 
170 199 199 
171 199 199 
172 199 199 
173 199 199 
174 199 199 
175 199 199 
176 199 199 
177 27 26 
178 199 199 
179 199 199 
180 199 199 
181 199 199 
182 199 199 
183 199 199 
184 199 199 
185 199 199 
186 199 199 
187 199 190 
188 199 199 
189 199 199 
190 199 199 
191 199 199 
192 199 199 
193 86 199 
194 199 199 
195 80 15 
196 199 199 
197 199 199 
198 199 199 
199 199 199 
