0 199 199 
1 199 199 
2 199 199 
3 199 199 
4 199 199 
5 199 199 
6 199 199 
7 199 73 
8 199 199 
9 199 199 
10 199 199 
11 199 199 
12 199 199 
13 199 199 
14 199 199 
15 199 199 
16 199 199 
17 199 199 
18 199 199 
19 199 199 
20 199 199 
21 199 199 
22 199 199 
23 199 199 
24 199 199 
25 199 199 
26 199 199 
27 199 199 
28 199 199 
29 199 35 
30 199 199 
31 199 199 
32 199 72 
33 112 199 
34 145 199 
35 199 199 
36 199 199 
37 199 199 
38 199 199 
39 199 199 
40 199 199 
41 199 199 
42 69 75 
43 199 199 
44 199 199 
45 199 199 
46 199 199 
47 199 199 
48 199 199 
49 199 199 
50 199 199 
51 199 199 
52 199 199 
53 199 96 
54 199 199 
55 35 34 
56 199 78 
57 199 199 
58 199 199 
59 199 199 
60 199 199 
61 199 199 
62 199 199 
63 74 199 
64 199 199 
65 199 199 
66 199 199 
67 199 199 
68 90 199 
69 199 199 
70 199 199 
71 199 199 
72 199 199 
73 199 199 
74 199 199 
75 199 199 
76 199 199 
77 199 199 
78 195 199 
79 55 54 
80 199 199 
81 128 199 
82 38 44 
83 199 199 
84 118 199 
85 199 199 
86 40 47 
87 199 199 
88 199 199 
89 199 199 
90 199 199 
91 199 199 
92 199 199 
93 199 199 
94 199 199 
95 199 199 
96 199 199 
97 199 199 
98 199 199 
99 41 39 
100 199 199 
101 48 47 
102 54 199 
103 199 199 
104 199 199 
105 199 199 
106 199 199 
107 199 199 
108 199 199 
109 199 199 
110 199 199 
111 199 199 
112 199 199 
113 199 199 
114 199 199 
115 199 199 
116 199 199 
117 199 199 
118 170 199 
119 199 199 
120 199 199 
121 199 199 
122 199 199 
123 199 199 
124 199 199 
125 199 199 
126 199 199 
127 199 199 
128 199 199 
129 199 199 
130 199 199 
131 199 90 
132 199 199 
133 199 199 
134 199 199 
135 199 199 
136 199 199 
137 199 199 
138 48 199 
139 199 199 
140 199 199 
141 199 199 
142 199 199 
143 199 199 
144 153 199 
145 199 199 
146 73 199 
147 199 199 
148 199 199 
149 199 199 
150 48 47 
151 199 199 
152 199 199 
153 199 199 
154 199 199 
155 199 199 
156 199 199 
157 199 199 
158 199 199 
159 67 199 
160 23 49 
161 199 199 
162 199 199 
163 69 199 
164 199 199 
165 40 41 
166 199 199 
167 199 199 
168 199 199 
169 199 199 
170 199 199 
171 123 199 
172 67 199 
173 199 199 
174 152 199 
175 199 199 
176 199 199 
177 33 48 
178 199 199 
179 199 199 
180 199 199 
181 199 199 
182 199 199 
183 199 199 
184 199 199 
185 199 199 
186 199 199 
187 50 61 
188 37 36 
189 199 199 
190 54 47 
191 199 199 
192 199 199 
193 199 199 
194 199 199 
195 83 199 
196 199 199 
197 199 199 
198 199 199 
199 199 199 
